match_id,Team1,Team2,match_date,Season_Year,Venue_Name,City_Name,Country_Name,Toss_Winner,match_winner,Toss_Name,Win_Type,Outcome_Type,ManOfMach,Win_Margin,Country_id
501236,Rajasthan Royals,Mumbai Indians,4/29/2011,2011,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,J Botha,7,1
501237,Royal Challengers Bangalore,Pune Warriors,4/29/2011,2011,M Chinnaswamy Stadium,Bangalore,India,Pune Warriors,Royal Challengers Bangalore,field,runs,Result,V Kohli,26,1
501238,Kochi Tuskers Kerala,Delhi Daredevils,4/30/2011,2011,Nehru Stadium,Kochi,India,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,V Sehwag,38,1
501239,Kolkata Knight Riders,Kings XI Punjab,4/30/2011,2011,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,Iqbal Abdulla,8,1
501240,Rajasthan Royals,Pune Warriors,5/1/2011,2011,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,LRPL Taylor,6,1
501241,Chennai Super Kings,Deccan Chargers,5/1/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,JA Morkel,19,1
501242,Mumbai Indians,Kings XI Punjab,5/2/2011,2011,Wankhede Stadium,Mumbai,India,Kings XI Punjab,Mumbai Indians,field,runs,Result,KA Pollard,23,1
501243,Delhi Daredevils,Kochi Tuskers Kerala,5/2/2011,2011,Feroz Shah Kotla,Delhi,India,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,wickets,Result,P Parameswaran,7,1
501244,Deccan Chargers,Kolkata Knight Riders,5/3/2011,2011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Kolkata Knight Riders,field,runs,Result,YK Pathan,20,1
501245,Chennai Super Kings,Rajasthan Royals,5/4/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Rajasthan Royals,Chennai Super Kings,bat,wickets,Result,MEK Hussey,8,1
501246,Pune Warriors,Mumbai Indians,5/4/2011,2011,Dr DY Patil Sports Academy,Mumbai,India,Pune Warriors,Mumbai Indians,field,runs,Result,R Sharma,21,1
501247,Kochi Tuskers Kerala,Kolkata Knight Riders,5/5/2011,2011,Nehru Stadium,Kochi,India,Kolkata Knight Riders,Kochi Tuskers Kerala,field,runs,Result,BJ Hodge,17,1
501248,Deccan Chargers,Delhi Daredevils,5/5/2011,2011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,V Sehwag,4,1
501249,Royal Challengers Bangalore,Kings XI Punjab,5/6/2011,2011,M Chinnaswamy Stadium,Bangalore,India,Kings XI Punjab,Royal Challengers Bangalore,field,runs,Result,CH Gayle,85,1
501250,Kolkata Knight Riders,Chennai Super Kings,5/7/2011,2011,Eden Gardens,Kolkata,India,Chennai Super Kings,Kolkata Knight Riders,bat,runs,Result,Iqbal Abdulla,10,1
501251,Mumbai Indians,Delhi Daredevils,5/7/2011,2011,Wankhede Stadium,Mumbai,India,Delhi Daredevils,Mumbai Indians,field,runs,Result,AT Rayudu,32,1
501252,Royal Challengers Bangalore,Kochi Tuskers Kerala,5/8/2011,2011,M Chinnaswamy Stadium,Bangalore,India,Kochi Tuskers Kerala,Royal Challengers Bangalore,bat,wickets,Result,CH Gayle,9,1
501253,Kings XI Punjab,Pune Warriors,5/8/2011,2011,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Pune Warriors,bat,wickets,Result,R Sharma,5,1
501254,Rajasthan Royals,Chennai Super Kings,5/9/2011,2011,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Chennai Super Kings,field,runs,Result,M Vijay,63,1
501255,Deccan Chargers,Pune Warriors,5/10/2011,2011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Pune Warriors,bat,wickets,Result,MR Marsh,6,1
501256,Kings XI Punjab,Mumbai Indians,5/10/2011,2011,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Mumbai Indians,Kings XI Punjab,field,runs,Result,BA Bhatt,76,1
501257,Rajasthan Royals,Royal Challengers Bangalore,5/11/2011,2011,Sawai Mansingh Stadium,Jaipur,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,S Aravind,9,1
501258,Chennai Super Kings,Delhi Daredevils,5/12/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MS Dhoni,18,1
501259,Kochi Tuskers Kerala,Kings XI Punjab,5/13/2011,2011,Holkar Cricket Stadium,Indore,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,KD Karthik,6,1
501260,Royal Challengers Bangalore,Kolkata Knight Riders,5/14/2011,2011,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,CH Gayle,4,1
501261,Mumbai Indians,Deccan Chargers,5/14/2011,2011,Wankhede Stadium,Mumbai,India,Deccan Chargers,Deccan Chargers,bat,runs,Result,A Mishra,10,1
501262,Kings XI Punjab,Delhi Daredevils,5/15/2011,2011,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Delhi Daredevils,Kings XI Punjab,field,runs,Result,PP Chawla,29,1
501263,Kochi Tuskers Kerala,Rajasthan Royals,5/15/2011,2011,Holkar Cricket Stadium,Indore,India,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,wickets,Result,BJ Hodge,8,1
501264,Pune Warriors,Deccan Chargers,5/16/2011,2011,Dr DY Patil Sports Academy,Mumbai,India,Deccan Chargers,Deccan Chargers,field,wickets,Result,A Mishra,6,1
501265,Kings XI Punjab,Royal Challengers Bangalore,5/17/2011,2011,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Kings XI Punjab,Kings XI Punjab,bat,runs,Result,AC Gilchrist,111,1
501266,Chennai Super Kings,Kochi Tuskers Kerala,5/18/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,WP Saha,11,1
501267,Pune Warriors,Kolkata Knight Riders,5/19/2011,2011,Dr DY Patil Sports Academy,Mumbai,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,YK Pathan,7,1
501268,Mumbai Indians,Rajasthan Royals,5/20/2011,2011,Wankhede Stadium,Mumbai,India,Mumbai Indians,Rajasthan Royals,bat,wickets,Result,SR Watson,10,1
501269,Kings XI Punjab,Deccan Chargers,5/21/2011,2011,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Kings XI Punjab,Deccan Chargers,field,runs,Result,S Dhawan,82,1
501270,Delhi Daredevils,Pune Warriors,5/21/2011,2011,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,NULL,bat,NO Result,No Result,NULL,NULL,1
501271,Royal Challengers Bangalore,Chennai Super Kings,5/22/2011,2011,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,CH Gayle,8,1
501272,Kolkata Knight Riders,Mumbai Indians,5/22/2011,2011,Eden Gardens,Kolkata,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,JEC Franklin,5,1
501273,Royal Challengers Bangalore,Chennai Super Kings,5/24/2011,2011,Wankhede Stadium,Mumbai,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,SK Raina,6,1
501274,Mumbai Indians,Kolkata Knight Riders,5/25/2011,2011,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,MM Patel,4,1
501275,Royal Challengers Bangalore,Mumbai Indians,5/27/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Mumbai Indians,Royal Challengers Bangalore,field,runs,Result,CH Gayle,43,1
501276,Chennai Super Kings,Royal Challengers Bangalore,5/28/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,M Vijay,58,1
548311,Chennai Super Kings,Mumbai Indians,4/4/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,RE Levi,8,1
548312,Kolkata Knight Riders,Delhi Daredevils,4/5/2012,2012,Eden Gardens,Kolkata,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,IK Pathan,8,1
548313,Mumbai Indians,Pune Warriors,4/6/2012,2012,Wankhede Stadium,Mumbai,India,Mumbai Indians,Pune Warriors,field,runs,Result,SPD Smith,28,1
548314,Rajasthan Royals,Kings XI Punjab,4/6/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Kings XI Punjab,Rajasthan Royals,field,runs,Result,AM Rahane,31,1
548315,Royal Challengers Bangalore,Delhi Daredevils,4/7/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Delhi Daredevils,Royal Challengers Bangalore,field,runs,Result,AB de Villiers,20,1
548316,Deccan Chargers,Chennai Super Kings,4/7/2012,2012,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Deccan Chargers,Chennai Super Kings,field,runs,Result,RA Jadeja,74,1
548317,Rajasthan Royals,Kolkata Knight Riders,4/8/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Kolkata Knight Riders,Rajasthan Royals,field,runs,Result,BJ Hodge,22,1
548318,Pune Warriors,Kings XI Punjab,4/8/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Pune Warriors,bat,runs,Result,MN Samuels,22,1
548319,Deccan Chargers,Mumbai Indians,4/9/2012,2012,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Deccan Chargers,Mumbai Indians,bat,wickets,Result,RG Sharma,5,1
548320,Royal Challengers Bangalore,Kolkata Knight Riders,4/10/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Kolkata Knight Riders,field,runs,Result,L Balaji,42,1
548321,Delhi Daredevils,Chennai Super Kings,4/10/2012,2012,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,M Morkel,8,1
548322,Mumbai Indians,Rajasthan Royals,4/11/2012,2012,Wankhede Stadium,Mumbai,India,Rajasthan Royals,Mumbai Indians,field,runs,Result,KA Pollard,27,1
548323,Chennai Super Kings,Royal Challengers Bangalore,4/12/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Royal Challengers Bangalore,Chennai Super Kings,bat,wickets,Result,F du Plessis,5,1
548324,Kings XI Punjab,Pune Warriors,4/12/2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,AD Mascarenhas,7,1
548325,Kolkata Knight Riders,Rajasthan Royals,4/13/2012,2012,Eden Gardens,Kolkata,India,Rajasthan Royals,Kolkata Knight Riders,bat,wickets,Result,Shakib Al Hasan,5,1
548326,Delhi Daredevils,Deccan Chargers,4/19/2012,2012,Feroz Shah Kotla,Delhi,India,Deccan Chargers,Delhi Daredevils,bat,wickets,Result,KP Pietersen,5,1
548327,Pune Warriors,Chennai Super Kings,4/14/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Chennai Super Kings,Pune Warriors,bat,wickets,Result,JD Ryder,7,1
548328,Kolkata Knight Riders,Kings XI Punjab,4/15/2012,2012,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kings XI Punjab,field,runs,Result,SP Narine,2,1
548329,Royal Challengers Bangalore,Rajasthan Royals,4/15/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,AM Rahane,59,1
548330,Mumbai Indians,Delhi Daredevils,4/16/2012,2012,Wankhede Stadium,Mumbai,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,S Nadeem,7,1
548331,Rajasthan Royals,Deccan Chargers,4/17/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Deccan Chargers,Rajasthan Royals,bat,wickets,Result,BJ Hodge,5,1
548332,Royal Challengers Bangalore,Pune Warriors,4/17/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Pune Warriors,Royal Challengers Bangalore,bat,wickets,Result,CH Gayle,6,1
548333,Kings XI Punjab,Kolkata Knight Riders,4/18/2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kolkata Knight Riders,bat,wickets,Result,G Gambhir,8,1
548334,Deccan Chargers,Delhi Daredevils,5/10/2012,2012,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Delhi Daredevils,bat,wickets,Result,DA Warner,9,1
548335,Chennai Super Kings,Pune Warriors,4/19/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Pune Warriors,Chennai Super Kings,field,runs,Result,KMDN Kulasekara,13,1
548336,Kings XI Punjab,Royal Challengers Bangalore,4/20/2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,CH Gayle,5,1
548337,Chennai Super Kings,Rajasthan Royals,4/21/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Rajasthan Royals,Chennai Super Kings,bat,wickets,Result,F du Plessis,7,1
548338,Delhi Daredevils,Pune Warriors,4/21/2012,2012,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Pune Warriors,field,runs,Result,SC Ganguly,20,1
548339,Mumbai Indians,Kings XI Punjab,4/22/2012,2012,Wankhede Stadium,Mumbai,India,Mumbai Indians,Kings XI Punjab,bat,wickets,Result,SE Marsh,6,1
548340,Deccan Chargers,Kolkata Knight Riders,4/22/2012,2012,Barabati Stadium,Cuttack,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,B Lee,5,1
548341,Rajasthan Royals,Royal Challengers Bangalore,4/23/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Royal Challengers Bangalore,field,runs,Result,AB de Villiers,46,1
548342,Pune Warriors,Delhi Daredevils,4/24/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Delhi Daredevils,bat,wickets,Result,V Sehwag,8,1
548344,Kings XI Punjab,Mumbai Indians,4/25/2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Mumbai Indians,bat,wickets,Result,AT Rayudu,4,1
548346,Pune Warriors,Deccan Chargers,4/26/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Deccan Chargers,Deccan Chargers,bat,runs,Result,CL White,18,1
548347,Delhi Daredevils,Mumbai Indians,4/27/2012,2012,Feroz Shah Kotla,Delhi,India,Mumbai Indians,Delhi Daredevils,field,runs,Result,V Sehwag,37,1
548348,Chennai Super Kings,Kings XI Punjab,4/28/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Kings XI Punjab,Kings XI Punjab,bat,runs,Result,Mandeep Singh,7,1
548349,Kolkata Knight Riders,Royal Challengers Bangalore,4/28/2012,2012,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,G Gambhir,47,1
548350,Delhi Daredevils,Rajasthan Royals,4/29/2012,2012,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,V Sehwag,1,1
548351,Mumbai Indians,Deccan Chargers,4/29/2012,2012,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,DW Steyn,5,1
548352,Chennai Super Kings,Kolkata Knight Riders,4/30/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Kolkata Knight Riders,bat,wickets,Result,G Gambhir,5,1
548353,Deccan Chargers,Pune Warriors,5/1/2012,2012,Barabati Stadium,Cuttack,India,Deccan Chargers,Deccan Chargers,bat,runs,Result,KC Sangakkara,13,1
548354,Rajasthan Royals,Delhi Daredevils,5/1/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Delhi Daredevils,bat,wickets,Result,P Negi,6,1
548355,Royal Challengers Bangalore,Kings XI Punjab,5/2/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,Azhar Mahmood,4,1
548356,Pune Warriors,Mumbai Indians,5/3/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,SL Malinga,1,1
548357,Chennai Super Kings,Deccan Chargers,5/4/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,SK Raina,10,1
548358,Kolkata Knight Riders,Pune Warriors,5/5/2012,2012,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,SP Narine,7,1
548359,Kings XI Punjab,Rajasthan Royals,5/5/2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,SR Watson,43,1
548360,Mumbai Indians,Chennai Super Kings,5/6/2012,2012,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,DR Smith,2,1
548361,Royal Challengers Bangalore,Deccan Chargers,5/6/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,AB de Villiers,5,1
548362,Delhi Daredevils,Kolkata Knight Riders,5/7/2012,2012,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Kolkata Knight Riders,bat,wickets,Result,JH Kallis,6,1
548363,Pune Warriors,Rajasthan Royals,5/8/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Rajasthan Royals,bat,wickets,Result,SR Watson,7,1
548364,Deccan Chargers,Kings XI Punjab,5/8/2012,2012,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Kings XI Punjab,field,runs,Result,Mandeep Singh,25,1
548365,Mumbai Indians,Royal Challengers Bangalore,5/9/2012,2012,Wankhede Stadium,Mumbai,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,CH Gayle,9,1
548366,Rajasthan Royals,Chennai Super Kings,5/10/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,BW Hilfenhaus,4,1
548367,Pune Warriors,Royal Challengers Bangalore,5/11/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Royal Challengers Bangalore,field,runs,Result,CH Gayle,35,1
548368,Kolkata Knight Riders,Mumbai Indians,5/12/2012,2012,Eden Gardens,Kolkata,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,RG Sharma,27,1
548369,Chennai Super Kings,Delhi Daredevils,5/12/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,BW Hilfenhaus,9,1
548370,Rajasthan Royals,Pune Warriors,5/13/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,A Chandila,45,1
548371,Kings XI Punjab,Deccan Chargers,5/13/2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Deccan Chargers,Kings XI Punjab,bat,wickets,Result,DJ Hussey,4,1
548372,Royal Challengers Bangalore,Mumbai Indians,5/14/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,AT Rayudu,5,1
548373,Kolkata Knight Riders,Chennai Super Kings,5/14/2012,2012,Eden Gardens,Kolkata,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,MEK Hussey,5,1
548374,Delhi Daredevils,Kings XI Punjab,5/15/2012,2012,Feroz Shah Kotla,Delhi,India,Kings XI Punjab,Delhi Daredevils,bat,wickets,Result,UT Yadav,5,1
548375,Mumbai Indians,Kolkata Knight Riders,5/16/2012,2012,Wankhede Stadium,Mumbai,India,Mumbai Indians,Kolkata Knight Riders,field,runs,Result,SP Narine,32,1
548376,Kings XI Punjab,Chennai Super Kings,5/17/2012,2012,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,AC Gilchrist,6,1
548377,Delhi Daredevils,Royal Challengers Bangalore,5/17/2012,2012,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Royal Challengers Bangalore,field,runs,Result,CH Gayle,21,1
548378,Deccan Chargers,Rajasthan Royals,5/18/2012,2012,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Rajasthan Royals,Deccan Chargers,bat,wickets,Result,DW Steyn,5,1
548379,Kings XI Punjab,Delhi Daredevils,5/19/2012,2012,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,UT Yadav,6,1
548380,Pune Warriors,Kolkata Knight Riders,5/19/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,Shakib Al Hasan,34,1
548381,Deccan Chargers,Royal Challengers Bangalore,5/20/2012,2012,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Royal Challengers Bangalore,Deccan Chargers,field,runs,Result,DW Steyn,9,1
548382,Rajasthan Royals,Mumbai Indians,5/20/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Mumbai Indians,bat,wickets,Result,DR Smith,10,1
548383,Delhi Daredevils,Kolkata Knight Riders,5/22/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,YK Pathan,18,1
548384,Chennai Super Kings,Mumbai Indians,5/23/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Mumbai Indians,Chennai Super Kings,field,runs,Result,MS Dhoni,38,1
548385,Delhi Daredevils,Chennai Super Kings,5/25/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Delhi Daredevils,Chennai Super Kings,field,runs,Result,M Vijay,86,1
548386,Kolkata Knight Riders,Chennai Super Kings,5/27/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Kolkata Knight Riders,bat,wickets,Result,MS Bisla,5,1
598003,Kolkata Knight Riders,Delhi Daredevils,4/3/2013,2013,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,SP Narine,6,1
598004,Royal Challengers Bangalore,Mumbai Indians,4/4/2013,2013,M Chinnaswamy Stadium,Bangalore,India,Mumbai Indians,Royal Challengers Bangalore,field,runs,Result,CH Gayle,2,1
598005,Sunrisers Hyderabad,Pune Warriors,4/5/2013,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Pune Warriors,Sunrisers Hyderabad,field,runs,Result,A Mishra,22,1
598006,Delhi Daredevils,Rajasthan Royals,4/6/2013,2013,Feroz Shah Kotla,Delhi,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,R Dravid,5,1
598007,Chennai Super Kings,Mumbai Indians,4/6/2013,2013,"MA Chidambaram Stadium, Chepauk",Chennai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,KA Pollard,9,1
598008,Pune Warriors,Kings XI Punjab,4/7/2013,2013,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Kings XI Punjab,bat,wickets,Result,M Vohra,8,1
598009,Sunrisers Hyderabad,Royal Challengers Bangalore,4/7/2013,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,Tie,Superover,GH Vihari,NULL,1
598010,Rajasthan Royals,Kolkata Knight Riders,4/8/2013,2013,Sawai Mansingh Stadium,Jaipur,India,Kolkata Knight Riders,Rajasthan Royals,field,runs,Result,SK Trivedi,19,1
598011,Mumbai Indians,Delhi Daredevils,4/9/2013,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,KD Karthik,44,1
598012,Kings XI Punjab,Chennai Super Kings,4/10/2013,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,MEK Hussey,10,1
598013,Royal Challengers Bangalore,Kolkata Knight Riders,4/11/2013,2013,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,CH Gayle,8,1
598014,Pune Warriors,Rajasthan Royals,4/11/2013,2013,Subrata Roy Sahara Stadium,Pune,India,Rajasthan Royals,Pune Warriors,bat,wickets,Result,AJ Finch,7,1
598015,Delhi Daredevils,Sunrisers Hyderabad,4/12/2013,2013,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Sunrisers Hyderabad,bat,wickets,Result,A Mishra,3,1
598016,Mumbai Indians,Pune Warriors,4/13/2013,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,RG Sharma,41,1
598017,Chennai Super Kings,Royal Challengers Bangalore,4/13/2013,2013,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,RA Jadeja,4,1
598018,Kolkata Knight Riders,Sunrisers Hyderabad,4/14/2013,2013,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,G Gambhir,48,1
598019,Rajasthan Royals,Kings XI Punjab,4/14/2013,2013,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,JP Faulkner,6,1
598020,Chennai Super Kings,Pune Warriors,4/15/2013,2013,"MA Chidambaram Stadium, Chepauk",Chennai,India,Pune Warriors,Pune Warriors,bat,runs,Result,SPD Smith,24,1
598021,Kings XI Punjab,Kolkata Knight Riders,4/16/2013,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kolkata Knight Riders,Kings XI Punjab,field,runs,Result,MS Gony,4,1
598022,Royal Challengers Bangalore,Delhi Daredevils,4/16/2013,2013,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Tie,Superover,V Kohli,NULL,1
598023,Pune Warriors,Sunrisers Hyderabad,4/17/2013,2013,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Sunrisers Hyderabad,field,runs,Result,A Mishra,11,1
598024,Rajasthan Royals,Mumbai Indians,4/17/2013,2013,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,AM Rahane,87,1
598025,Delhi Daredevils,Chennai Super Kings,4/18/2013,2013,Feroz Shah Kotla,Delhi,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MEK Hussey,86,1
598026,Sunrisers Hyderabad,Kings XI Punjab,4/19/2013,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Kings XI Punjab,Sunrisers Hyderabad,bat,wickets,Result,GH Vihari,5,1
598027,Kolkata Knight Riders,Chennai Super Kings,4/20/2013,2013,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Chennai Super Kings,bat,wickets,Result,RA Jadeja,4,1
598028,Royal Challengers Bangalore,Rajasthan Royals,4/20/2013,2013,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,R Vinay Kumar,7,1
598029,Delhi Daredevils,Mumbai Indians,4/21/2013,2013,Feroz Shah Kotla,Delhi,India,Mumbai Indians,Delhi Daredevils,bat,wickets,Result,V Sehwag,9,1
