match_id,Team1,Team2,match_date,Season_Year,Venue_Name,City_Name,Country_Name,Toss_Winner,match_winner,Toss_Name,Win_Type,Outcome_Type,ManOfMach,Win_Margin,Country_id
598030,Kings XI Punjab,Pune Warriors,4/21/2013,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,DA Miller,7,1
598031,Chennai Super Kings,Rajasthan Royals,4/22/2013,2013,"MA Chidambaram Stadium, Chepauk",Chennai,India,Rajasthan Royals,Chennai Super Kings,bat,wickets,Result,MEK Hussey,5,1
598032,Royal Challengers Bangalore,Pune Warriors,4/23/2013,2013,M Chinnaswamy Stadium,Bangalore,India,Pune Warriors,Royal Challengers Bangalore,field,runs,Result,CH Gayle,130,1
598033,Kings XI Punjab,Delhi Daredevils,5/16/2013,2013,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Delhi Daredevils,Kings XI Punjab,field,runs,Result,DA Miller,7,1
598034,Kolkata Knight Riders,Mumbai Indians,4/24/2013,2013,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Mumbai Indians,bat,wickets,Result,DR Smith,5,1
598035,Chennai Super Kings,Sunrisers Hyderabad,4/25/2013,2013,"MA Chidambaram Stadium, Chepauk",Chennai,India,Sunrisers Hyderabad,Chennai Super Kings,bat,wickets,Result,MS Dhoni,5,1
598036,Kolkata Knight Riders,Kings XI Punjab,4/26/2013,2013,Eden Gardens,Kolkata,India,Kings XI Punjab,Kolkata Knight Riders,bat,wickets,Result,JH Kallis,6,1
598037,Rajasthan Royals,Sunrisers Hyderabad,4/27/2013,2013,Sawai Mansingh Stadium,Jaipur,India,Sunrisers Hyderabad,Rajasthan Royals,bat,wickets,Result,JP Faulkner,8,1
598038,Mumbai Indians,Royal Challengers Bangalore,4/27/2013,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,DR Smith,58,1
598039,Chennai Super Kings,Kolkata Knight Riders,4/28/2013,2013,"MA Chidambaram Stadium, Chepauk",Chennai,India,Kolkata Knight Riders,Chennai Super Kings,field,runs,Result,MEK Hussey,14,1
598040,Delhi Daredevils,Pune Warriors,4/28/2013,2013,Shaheed Veer Narayan Singh International Stadium,Raipur,India,Pune Warriors,Delhi Daredevils,field,runs,Result,DA Warner,15,1
598041,Rajasthan Royals,Royal Challengers Bangalore,4/29/2013,2013,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,SV Samson,4,1
598042,Mumbai Indians,Kings XI Punjab,4/29/2013,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,RG Sharma,4,1
598043,Pune Warriors,Chennai Super Kings,4/30/2013,2013,Subrata Roy Sahara Stadium,Pune,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MS Dhoni,37,1
598044,Sunrisers Hyderabad,Mumbai Indians,5/1/2013,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Mumbai Indians,Sunrisers Hyderabad,bat,wickets,Result,I Sharma,7,1
598045,Delhi Daredevils,Kolkata Knight Riders,5/1/2013,2013,Shaheed Veer Narayan Singh International Stadium,Raipur,India,Kolkata Knight Riders,Delhi Daredevils,bat,wickets,Result,DA Warner,7,1
598046,Chennai Super Kings,Kings XI Punjab,5/2/2013,2013,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,SK Raina,15,1
598047,Pune Warriors,Royal Challengers Bangalore,5/2/2013,2013,Subrata Roy Sahara Stadium,Pune,India,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,Result,AB de Villiers,17,1
598048,Kolkata Knight Riders,Rajasthan Royals,5/3/2013,2013,Eden Gardens,Kolkata,India,Rajasthan Royals,Kolkata Knight Riders,bat,wickets,Result,YK Pathan,8,1
598049,Sunrisers Hyderabad,Delhi Daredevils,5/4/2013,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Delhi Daredevils,Sunrisers Hyderabad,bat,wickets,Result,DJG Sammy,6,1
598050,Royal Challengers Bangalore,Kings XI Punjab,5/14/2013,2013,M Chinnaswamy Stadium,Bangalore,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,AC Gilchrist,7,1
598051,Mumbai Indians,Chennai Super Kings,5/5/2013,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,MG Johnson,60,1
598052,Rajasthan Royals,Pune Warriors,5/5/2013,2013,Sawai Mansingh Stadium,Jaipur,India,Pune Warriors,Rajasthan Royals,bat,wickets,Result,AM Rahane,5,1
598053,Royal Challengers Bangalore,Sunrisers Hyderabad,4/9/2013,2013,M Chinnaswamy Stadium,Bangalore,India,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,wickets,Result,V Kohli,7,1
598054,Rajasthan Royals,Delhi Daredevils,5/7/2013,2013,Sawai Mansingh Stadium,Jaipur,India,Delhi Daredevils,Rajasthan Royals,bat,wickets,Result,AM Rahane,9,1
598055,Mumbai Indians,Kolkata Knight Riders,5/7/2013,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,SR Tendulkar,65,1
598056,Sunrisers Hyderabad,Chennai Super Kings,5/8/2013,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Chennai Super Kings,field,runs,Result,SK Raina,77,1
598057,Kings XI Punjab,Rajasthan Royals,5/9/2013,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,KK Cooper,8,1
598058,Pune Warriors,Kolkata Knight Riders,5/9/2013,2013,Subrata Roy Sahara Stadium,Pune,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,G Gambhir,46,1
598059,Delhi Daredevils,Royal Challengers Bangalore,5/10/2013,2013,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Royal Challengers Bangalore,field,runs,Result,JD Unadkat,4,1
598060,Pune Warriors,Mumbai Indians,5/11/2013,2013,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Mumbai Indians,bat,wickets,Result,MG Johnson,5,1
598061,Kings XI Punjab,Sunrisers Hyderabad,5/11/2013,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Sunrisers Hyderabad,field,runs,Result,PA Patel,30,1
598062,Kolkata Knight Riders,Royal Challengers Bangalore,5/12/2013,2013,JSCA International Stadium Complex,Ranchi,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,JH Kallis,5,1
598063,Rajasthan Royals,Chennai Super Kings,5/12/2013,2013,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,SR Watson,5,1
598064,Delhi Daredevils,Kings XI Punjab,4/23/2013,2013,Feroz Shah Kotla,Delhi,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,Harmeet Singh,5,1
598065,Mumbai Indians,Sunrisers Hyderabad,5/13/2013,2013,Wankhede Stadium,Mumbai,India,Sunrisers Hyderabad,Mumbai Indians,bat,wickets,Result,KA Pollard,7,1
598066,Kolkata Knight Riders,Pune Warriors,5/15/2013,2013,JSCA International Stadium Complex,Ranchi,India,Kolkata Knight Riders,Pune Warriors,field,runs,Result,MK Pandey,7,1
598067,Chennai Super Kings,Delhi Daredevils,5/14/2013,2013,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MS Dhoni,33,1
598068,Mumbai Indians,Rajasthan Royals,5/15/2013,2013,Wankhede Stadium,Mumbai,India,Rajasthan Royals,Mumbai Indians,field,runs,Result,AP Tare,14,1
598069,Kings XI Punjab,Royal Challengers Bangalore,5/6/2013,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,DA Miller,6,1
598070,Sunrisers Hyderabad,Rajasthan Royals,5/17/2013,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,Result,A Mishra,23,1
598071,Kings XI Punjab,Mumbai Indians,5/18/2013,2013,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Mumbai Indians,Kings XI Punjab,field,runs,Result,Azhar Mahmood,50,1
598072,Pune Warriors,Delhi Daredevils,5/19/2013,2013,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Pune Warriors,bat,runs,Result,LJ Wright,38,1
598073,Royal Challengers Bangalore,Chennai Super Kings,5/18/2013,2013,M Chinnaswamy Stadium,Bangalore,India,Chennai Super Kings,Royal Challengers Bangalore,field,runs,Result,V Kohli,24,1
598074,Sunrisers Hyderabad,Kolkata Knight Riders,5/19/2013,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Kolkata Knight Riders,Sunrisers Hyderabad,bat,wickets,Result,PA Patel,5,1
598075,Chennai Super Kings,Mumbai Indians,5/21/2013,2013,Feroz Shah Kotla,Delhi,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MEK Hussey,48,1
598076,Rajasthan Royals,Sunrisers Hyderabad,5/22/2013,2013,Feroz Shah Kotla,Delhi,India,Sunrisers Hyderabad,Rajasthan Royals,bat,wickets,Result,BJ Hodge,4,1
598077,Mumbai Indians,Rajasthan Royals,5/24/2013,2013,Eden Gardens,Kolkata,India,Rajasthan Royals,Mumbai Indians,bat,wickets,Result,Harbhajan Singh,4,1
598078,Chennai Super Kings,Mumbai Indians,5/26/2013,2013,Eden Gardens,Kolkata,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,KA Pollard,23,1
729284,Mumbai Indians,Kolkata Knight Riders,4/16/2014,2014,Sheikh Zayed Stadium,Abu Dhabi,U.A.E,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,JH Kallis,41,3
729286,Delhi Daredevils,Royal Challengers Bangalore,4/17/2014,2014,Sharjah Cricket Stadium,Abu Dhabi,U.A.E,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,YS Chahal,8,3
729288,Chennai Super Kings,Kings XI Punjab,4/18/2014,2014,Sheikh Zayed Stadium,Abu Dhabi,U.A.E,Chennai Super Kings,Kings XI Punjab,bat,wickets,Result,GJ Maxwell,6,3
729290,Sunrisers Hyderabad,Rajasthan Royals,4/18/2014,2014,Sheikh Zayed Stadium,Abu Dhabi,U.A.E,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,AM Rahane,4,3
729292,Royal Challengers Bangalore,Mumbai Indians,4/19/2014,2014,Dubai International Cricket Stadium,Abu Dhabi,U.A.E,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,PA Patel,7,3
729294,Kolkata Knight Riders,Delhi Daredevils,4/19/2014,2014,Dubai International Cricket Stadium,Abu Dhabi,U.A.E,Kolkata Knight Riders,Delhi Daredevils,bat,wickets,Result,JP Duminy,4,3
729296,Rajasthan Royals,Kings XI Punjab,4/20/2014,2014,Sharjah Cricket Stadium,Abu Dhabi,U.A.E,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,GJ Maxwell,7,3
729298,Chennai Super Kings,Delhi Daredevils,4/21/2014,2014,Sheikh Zayed Stadium,Abu Dhabi,U.A.E,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,SK Raina,93,3
729300,Kings XI Punjab,Sunrisers Hyderabad,4/22/2014,2014,Sharjah Cricket Stadium,Abu Dhabi,U.A.E,Sunrisers Hyderabad,Kings XI Punjab,field,runs,Result,GJ Maxwell,72,3
729302,Rajasthan Royals,Chennai Super Kings,4/23/2014,2014,Dubai International Cricket Stadium,Abu Dhabi,U.A.E,Rajasthan Royals,Chennai Super Kings,field,runs,Result,RA Jadeja,7,3
729304,Royal Challengers Bangalore,Kolkata Knight Riders,4/24/2014,2014,Sharjah Cricket Stadium,Abu Dhabi,U.A.E,Royal Challengers Bangalore,Kolkata Knight Riders,field,runs,Result,CA Lynn,2,3
729306,Sunrisers Hyderabad,Delhi Daredevils,4/25/2014,2014,Dubai International Cricket Stadium,Abu Dhabi,U.A.E,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,Result,AJ Finch,4,3
729308,Chennai Super Kings,Mumbai Indians,4/25/2014,2014,Dubai International Cricket Stadium,Abu Dhabi,U.A.E,Mumbai Indians,Chennai Super Kings,bat,wickets,Result,MM Sharma,7,3
729310,Rajasthan Royals,Royal Challengers Bangalore,4/26/2014,2014,Sheikh Zayed Stadium,Abu Dhabi,U.A.E,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,PV Tambe,6,3
729312,Kolkata Knight Riders,Kings XI Punjab,4/26/2014,2014,Sheikh Zayed Stadium,Abu Dhabi,U.A.E,Kolkata Knight Riders,Kings XI Punjab,field,runs,Result,Sandeep Sharma,23,3
729314,Delhi Daredevils,Mumbai Indians,4/27/2014,2014,Sharjah Cricket Stadium,Abu Dhabi,U.A.E,Mumbai Indians,Delhi Daredevils,bat,wickets,Result,M Vijay,6,3
729316,Sunrisers Hyderabad,Chennai Super Kings,4/27/2014,2014,Sharjah Cricket Stadium,Abu Dhabi,U.A.E,Sunrisers Hyderabad,Chennai Super Kings,bat,wickets,Result,DR Smith,5,3
729318,Kings XI Punjab,Royal Challengers Bangalore,4/28/2014,2014,Dubai International Cricket Stadium,Abu Dhabi,U.A.E,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,Sandeep Sharma,5,3
729320,Kolkata Knight Riders,Rajasthan Royals,4/29/2014,2014,Sheikh Zayed Stadium,Abu Dhabi,U.A.E,Rajasthan Royals,Rajasthan Royals,bat,Tie,Superover,JP Faulkner,NULL,3
729322,Mumbai Indians,Sunrisers Hyderabad,4/30/2014,2014,Dubai International Cricket Stadium,Abu Dhabi,U.A.E,Mumbai Indians,Sunrisers Hyderabad,field,runs,Result,B Kumar,15,3
733976,Chennai Super Kings,Kolkata Knight Riders,5/2/2014,2014,JSCA International Stadium Complex,Ranchi,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,RA Jadeja,34,1
733978,Mumbai Indians,Kings XI Punjab,5/3/2014,2014,Wankhede Stadium,Mumbai,India,Kings XI Punjab,Mumbai Indians,bat,wickets,Result,CJ Anderson,5,1
733980,Delhi Daredevils,Rajasthan Royals,5/3/2014,2014,Feroz Shah Kotla,Delhi,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,KK Nair,7,1
733982,Royal Challengers Bangalore,Sunrisers Hyderabad,5/4/2014,2014,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,AB de Villiers,4,1
733984,Rajasthan Royals,Kolkata Knight Riders,5/5/2014,2014,"Sardar Patel Stadium, Motera",Ahmedabad,India,Kolkata Knight Riders,Rajasthan Royals,field,runs,Result,PV Tambe,10,1
733986,Delhi Daredevils,Chennai Super Kings,5/5/2014,2014,Feroz Shah Kotla,Delhi,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,DR Smith,8,1
733988,Mumbai Indians,Royal Challengers Bangalore,5/6/2014,2014,Wankhede Stadium,Mumbai,India,Royal Challengers Bangalore,Mumbai Indians,field,runs,Result,RG Sharma,19,1
733990,Delhi Daredevils,Kolkata Knight Riders,5/7/2014,2014,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Kolkata Knight Riders,bat,wickets,Result,G Gambhir,8,1
733992,Kings XI Punjab,Chennai Super Kings,5/7/2014,2014,Barabati Stadium,Cuttack,India,Chennai Super Kings,Kings XI Punjab,field,runs,Result,GJ Maxwell,44,1
733994,Rajasthan Royals,Sunrisers Hyderabad,5/8/2014,2014,"Sardar Patel Stadium, Motera",Ahmedabad,India,Rajasthan Royals,Sunrisers Hyderabad,field,runs,Result,B Kumar,32,1
733996,Royal Challengers Bangalore,Kings XI Punjab,5/9/2014,2014,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Kings XI Punjab,field,runs,Result,Sandeep Sharma,32,1
733998,Delhi Daredevils,Sunrisers Hyderabad,5/10/2014,2014,Feroz Shah Kotla,Delhi,India,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,Result,DW Steyn,8,1
734000,Mumbai Indians,Chennai Super Kings,5/10/2014,2014,Wankhede Stadium,Mumbai,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,DR Smith,4,1
734002,Kings XI Punjab,Kolkata Knight Riders,5/11/2014,2014,Barabati Stadium,Cuttack,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,G Gambhir,9,1
734004,Royal Challengers Bangalore,Rajasthan Royals,5/11/2014,2014,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Rajasthan Royals,bat,wickets,Result,JP Faulkner,5,1
734006,Sunrisers Hyderabad,Mumbai Indians,5/12/2014,2014,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Mumbai Indians,bat,wickets,Result,AT Rayudu,7,1
734008,Chennai Super Kings,Rajasthan Royals,5/13/2014,2014,JSCA International Stadium Complex,Ranchi,India,Rajasthan Royals,Chennai Super Kings,bat,wickets,Result,RA Jadeja,5,1
734010,Royal Challengers Bangalore,Delhi Daredevils,5/13/2014,2014,M Chinnaswamy Stadium,Bangalore,India,Delhi Daredevils,Royal Challengers Bangalore,field,runs,Result,Yuvraj Singh,16,1
734012,Sunrisers Hyderabad,Kings XI Punjab,5/14/2014,2014,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,WP Saha,6,1
734014,Kolkata Knight Riders,Mumbai Indians,5/14/2014,2014,Barabati Stadium,Cuttack,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,RV Uthappa,6,1
734016,Rajasthan Royals,Delhi Daredevils,5/15/2014,2014,"Sardar Patel Stadium, Motera",Ahmedabad,India,Delhi Daredevils,Rajasthan Royals,field,runs,Result,AM Rahane,62,1
734018,Chennai Super Kings,Royal Challengers Bangalore,5/18/2014,2014,JSCA International Stadium Complex,Ranchi,India,Chennai Super Kings,Royal Challengers Bangalore,bat,wickets,Result,AB de Villiers,5,1
734020,Sunrisers Hyderabad,Kolkata Knight Riders,5/18/2014,2014,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Kolkata Knight Riders,bat,wickets,Result,UT Yadav,7,1
734022,Rajasthan Royals,Mumbai Indians,5/19/2014,2014,"Sardar Patel Stadium, Motera",Ahmedabad,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,MEK Hussey,25,1
734024,Delhi Daredevils,Kings XI Punjab,5/19/2014,2014,Feroz Shah Kotla,Delhi,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,AR Patel,4,1
734026,Sunrisers Hyderabad,Royal Challengers Bangalore,5/20/2014,2014,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,wickets,Result,DA Warner,7,1
734028,Kolkata Knight Riders,Chennai Super Kings,5/20/2014,2014,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,RV Uthappa,8,1
734030,Kings XI Punjab,Mumbai Indians,5/21/2014,2014,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,LMP Simmons,7,1
734032,Kolkata Knight Riders,Royal Challengers Bangalore,5/22/2014,2014,Eden Gardens,Kolkata,India,Royal Challengers Bangalore,Kolkata Knight Riders,field,runs,Result,RV Uthappa,30,1
734034,Chennai Super Kings,Sunrisers Hyderabad,5/22/2014,2014,JSCA International Stadium Complex,Ranchi,India,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,Result,DA Warner,6,1
734036,Mumbai Indians,Delhi Daredevils,5/23/2014,2014,Wankhede Stadium,Mumbai,India,Delhi Daredevils,Mumbai Indians,field,runs,Result,MEK Hussey,15,1
734038,Kings XI Punjab,Rajasthan Royals,5/23/2014,2014,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Rajasthan Royals,Kings XI Punjab,field,runs,Result,SE Marsh,16,1
734040,Royal Challengers Bangalore,Chennai Super Kings,5/24/2014,2014,M Chinnaswamy Stadium,Bangalore,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,MS Dhoni,8,1
734042,Kolkata Knight Riders,Sunrisers Hyderabad,5/24/2014,2014,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,YK Pathan,4,1
734044,Kings XI Punjab,Delhi Daredevils,5/25/2014,2014,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,M Vohra,7,1
734046,Mumbai Indians,Rajasthan Royals,5/25/2014,2014,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,CJ Anderson,5,1
734048,Kings XI Punjab,Kolkata Knight Riders,5/27/2014,2014,Eden Gardens,Kolkata,India,Kings XI Punjab,Kolkata Knight Riders,field,runs,Result,UT Yadav,28,1
734050,Chennai Super Kings,Mumbai Indians,5/28/2014,2014,Brabourne Stadium,Mumbai,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,SK Raina,7,1
734052,Chennai Super Kings,Kings XI Punjab,5/30/2014,2014,Wankhede Stadium,Mumbai,India,Chennai Super Kings,Kings XI Punjab,field,runs,Result,V Sehwag,24,1
734054,Kolkata Knight Riders,Kings XI Punjab,6/1/2014,2014,M Chinnaswamy Stadium,Bangalore,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,MK Pandey,3,1
829710,Kolkata Knight Riders,Mumbai Indians,4/8/2015,2015,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,M Morkel,7,1
829712,Chennai Super Kings,Delhi Daredevils,4/9/2015,2015,"MA Chidambaram Stadium, Chepauk",Chennai,India,Delhi Daredevils,Chennai Super Kings,field,runs,Result,A Nehra,1,1
829714,Kings XI Punjab,Rajasthan Royals,4/10/2015,2015,Maharashtra Cricket Association Stadium,Pune,India,Kings XI Punjab,Rajasthan Royals,field,runs,Result,JP Faulkner,26,1
829716,Chennai Super Kings,Sunrisers Hyderabad,4/11/2015,2015,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,BB McCullum,45,1
829718,Kolkata Knight Riders,Royal Challengers Bangalore,4/11/2015,2015,Eden Gardens,Kolkata,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,CH Gayle,3,1
829720,Delhi Daredevils,Rajasthan Royals,4/12/2015,2015,Feroz Shah Kotla,Delhi,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,DJ Hooda,3,1
829722,Mumbai Indians,Kings XI Punjab,4/12/2015,2015,Wankhede Stadium,Mumbai,India,Mumbai Indians,Kings XI Punjab,field,runs,Result,GJ Bailey,18,1
829724,Royal Challengers Bangalore,Sunrisers Hyderabad,4/13/2015,2015,M Chinnaswamy Stadium,Bangalore,India,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,Result,DA Warner,8,1
829726,Rajasthan Royals,Mumbai Indians,4/14/2015,2015,"Sardar Patel Stadium, Motera",Ahmedabad,India,Mumbai Indians,Rajasthan Royals,bat,wickets,Result,SPD Smith,7,1
829728,Kolkata Knight Riders,Chennai Super Kings,4/30/2015,2015,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,AD Russell,7,1
829730,Kings XI Punjab,Delhi Daredevils,4/15/2015,2015,Maharashtra Cricket Association Stadium,Pune,India,Kings XI Punjab,Delhi Daredevils,bat,wickets,Result,MA Agarwal,5,1
829732,Sunrisers Hyderabad,Rajasthan Royals,4/16/2015,2015,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,AM Rahane,6,1
829734,Mumbai Indians,Chennai Super Kings,4/17/2015,2015,Wankhede Stadium,Mumbai,India,Mumbai Indians,Chennai Super Kings,bat,wickets,Result,A Nehra,6,1
829736,Sunrisers Hyderabad,Delhi Daredevils,4/18/2015,2015,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,JP Duminy,4,1
829738,Kings XI Punjab,Kolkata Knight Riders,4/18/2015,2015,Maharashtra Cricket Association Stadium,Pune,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,AD Russell,4,1
829740,Rajasthan Royals,Chennai Super Kings,4/19/2015,2015,"Sardar Patel Stadium, Motera",Ahmedabad,India,Chennai Super Kings,Rajasthan Royals,bat,wickets,Result,AM Rahane,8,1
829742,Royal Challengers Bangalore,Mumbai Indians,4/19/2015,2015,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Mumbai Indians,field,runs,Result,Harbhajan Singh,18,1
829744,Delhi Daredevils,Kolkata Knight Riders,4/20/2015,2015,Feroz Shah Kotla,Delhi,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,UT Yadav,6,1
829746,Rajasthan Royals,Kings XI Punjab,4/21/2015,2015,"Sardar Patel Stadium, Motera",Ahmedabad,India,Kings XI Punjab,Kings XI Punjab,field,Tie,Superover,SE Marsh,NULL,1
829748,Sunrisers Hyderabad,Kolkata Knight Riders,4/22/2015,2015,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Kolkata Knight Riders,Sunrisers Hyderabad,field,runs,Result,DA Warner,16,1
829750,Royal Challengers Bangalore,Chennai Super Kings,4/22/2015,2015,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Chennai Super Kings,field,runs,Result,SK Raina,27,1
829752,Delhi Daredevils,Mumbai Indians,4/23/2015,2015,Feroz Shah Kotla,Delhi,India,Mumbai Indians,Delhi Daredevils,field,runs,Result,SS Iyer,37,1
829754,Rajasthan Royals,Royal Challengers Bangalore,4/24/2015,2015,"Sardar Patel Stadium, Motera",Ahmedabad,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,MA Starc,9,1
829756,Mumbai Indians,Sunrisers Hyderabad,4/25/2015,2015,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,SL Malinga,20,1
829758,Chennai Super Kings,Kings XI Punjab,4/25/2015,2015,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,BB McCullum,97,1
829762,Delhi Daredevils,Royal Challengers Bangalore,4/26/2015,2015,Feroz Shah Kotla,Delhi,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,VR Aaron,10,1
829764,Kings XI Punjab,Sunrisers Hyderabad,4/27/2015,2015,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Sunrisers Hyderabad,field,runs,Result,TA Boult,20,1
829766,Kolkata Knight Riders,Delhi Daredevils,5/7/2015,2015,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,PP Chawla,13,1
829768,Royal Challengers Bangalore,Rajasthan Royals,4/29/2015,2015,M Chinnaswamy Stadium,Bangalore,India,Rajasthan Royals,NULL,field,NO Result,No Result,NULL,NULL,1
